Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct
PRJ3-00104,Summit Housing 104,Residential,Mountain,WY,Public,Lump Sum,Design-Bid-Build,Moderate,Low,Fast,2019-03-11,2019-10-18,2019,63047900,447,0.495,0.5259,1.0138,1.0353,-0.0119,-14,0.9747,8,17,0.654,0.9477
PRJ3-00105,Gateway Education Center 105,Institutional,Mountain,MT,Public,Cost Plus,Design-Bid-Build,Low,Low,Slow,2020-09-04,2021-07-25,2021,145867600,620,0.523,0.4403,0.8851,0.8441,0.0533,51,0.8278,15,19,0.548,0.9716
PRJ3-00106,Copper Transit Program 106,Infrastructure,Mountain,WY,Public,Guaranteed Maximum Price,Design-Build,Very High,Low,Standard,2022-11-02,2024-08-04,2024,190164000,1095,0.586,0.509,0.8739,0.8529,0.0645,84,0.9674,17,19,0.912,0.9508
PRJ3-00107,Evergreen Residences 107,Residential,Southeast,VA,Private,Guaranteed Maximum Price,CMAR,High,Low,Standard,2022-11-02,2023-06-29,2023,37838400,598,0.4,0.4057,0.8967,0.996,0.0344,-3,0.984,20,26,0.901,0.9687
PRJ3-00108,Evergreen Residences 108,Residential,Midwest,MO,Private,Lump Sum,CMAR,Moderate,Moderate,Standard,2021-02-17,2022-03-28,2022,63221700,756,0.535,0.5499,1.0503,0.9929,-0.0407,-11,1.0354,12,16,0.568,0.9632
PRJ3-00109,Evergreen District 109,Mixed-Use,West,OR,Public,Lump Sum,IPD,High,Moderate,Standard,2024-07-14,2025-08-28,2025,235779500,982,0.418,0.3478,1.0599,0.8663,-0.0091,69,1.0294,22,7,0.798,0.9487
PRJ3-00110,Crescent Earthworks Package 110,Heavy Civil,Mountain,CO,Private,Cost Plus,Design-Build,Moderate,Low,Fast,2022-03-05,2023-08-11,2023,258671500,1363,0.385,0.3874,1.0212,0.9383,-0.0107,-3,1.005,12,20,0.947,0.9535
PRJ3-00111,Riverside Earthworks Package 111,Heavy Civil,Midwest,MN,Private,Lump Sum,Design-Bid-Build,Moderate,High,Fast,2018-10-02,2020-07-03,2020,136751100,1187,0.54,0.5062,0.9565,0.9504,0.0286,40,1.0245,20,16,0.773,0.9724
PRJ3-00112,Pioneer Residences 112,Residential,Southwest,AZ,Public-Private Partnership,Unit Price,Design-Build,Low,Moderate,Standard,2025-02-18,2025-07-02,2025,44482800,369,0.365,0.4178,0.9392,1.1083,0.0286,-19,1.0132,3,12,0.287,0.9806
PRJ3-00113,Granite Transit-Oriented Development 113,Mixed-Use,Midwest,IL,Private,Unit Price,Design-Bid-Build,Moderate,High,Standard,2019-12-21,2020-09-27,2020,200958400,800,0.352,0.3446,1.0643,0.985,-0.0383,6,0.9798,8,16,0.469,0.9547
PRJ3-00114,Evergreen Town Center 114,Mixed-Use,West,CA,Public,Lump Sum,Design-Build,Very High,Low,Slow,2022-05-07,2023-07-01,2023,135151200,728,0.578,0.4844,0.845,0.8582,0.082,68,0.821,22,5,0.576,0.9518
PRJ3-00115,Crescent Civic Complex 115,Institutional,Southwest,AZ,Public,Lump Sum,Design-Bid-Build,Moderate,Low,Slow,2021-10-31,2023-04-03,2023,107214300,899,0.578,0.559,0.8399,0.9889,0.1076,17,0.9091,43,5,0.423,0.9725
PRJ3-00116,Horizon Town Center 116,Mixed-Use,Midwest,IL,Private,Cost Plus,Design-Bid-Build,High,High,Fast,2019-07-24,2021-04-15,2021,124768300,1072,0.589,0.5806,0.9637,1.0145,0.0069,9,1.0015,2,12,0.859,0.9456
PRJ3-00117,Evergreen Urban Village 117,Mixed-Use,Southeast,TN,Private,Unit Price,Design-Bid-Build,High,Moderate,Standard,2023-09-05,2024-12-04,2024,120887600,1095,0.417,0.4242,0.9787,0.9504,0.0219,-8,1.0284,14,4,0.85,0.9552
PRJ3-00118,Mesa Logistics Center 118,Industrial,Mountain,ID,Private,Unit Price,Design-Bid-Build,High,High,Fast,2020-09-18,2022-03-08,2022,168951800,929,0.577,0.6096,0.9331,1.0361,0.0367,-30,0.9547,0,13,0.753,0.9486
PRJ3-00119,Gateway Process Plant 119,Industrial,Midwest,OH,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Standard,2024-05-18,2025-04-28,2025,208552400,937,0.369,0.3156,0.9037,0.8751,0.0529,50,0.9013,15,18,0.714,0.9621
PRJ3-00120,Canyon Neighborhood 120,Residential,Mountain,MT,Public,Lump Sum,Design-Bid-Build,Very High,Moderate,Fast,2023-04-09,2023-11-02,2023,52726100,577,0.359,0.3415,0.9206,0.9567,0.0263,10,0.9809,30,21,0.851,0.9691
PRJ3-00121,Aspen Medical Center 121,Institutional,Mountain,UT,Public-Private Partnership,Cost Plus,Design-Bid-Build,Moderate,Low,Slow,2019-10-17,2021-02-20,2021,114365500,986,0.499,0.4446,0.831,0.885,0.0901,54,0.8406,20,16,0.609,0.9601
PRJ3-00122,Copper Process Plant 122,Industrial,West,OR,Private,Unit Price,Design-Bid-Build,Moderate,High,Standard,2018-10-07,2020-04-11,2020,284355000,1044,0.529,0.5436,0.9067,1.0247,0.0503,-15,1.0392,24,6,0.615,0.976
PRJ3-00123,Summit Office Campus 123,Commercial,West,NV,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2021-10-20,2022-11-28,2022,53359700,677,0.597,0.5923,1.0693,0.981,-0.0422,3,1.0119,33,9,0.759,0.9631
PRJ3-00124,Pioneer Marketplace 124,Commercial,Mountain,WY,Private,Cost Plus,CMAR,Moderate,Moderate,Fast,2024-09-18,2025-06-09,2025,74195400,545,0.486,0.4542,1.1424,0.9695,-0.0446,17,1.0247,15,3,0.82,0.9859
PRJ3-00125,Mesa Office Campus 125,Commercial,Northeast,PA,Public,Cost Plus,Design-Bid-Build,Moderate,High,Standard,2020-10-06,2021-07-08,2021,115068500,603,0.457,0.4365,1.0039,0.9476,-0.0029,12,0.9036,5,24,0.456,0.9655
PRJ3-00126,Aspen Corporate Center 126,Commercial,West,NV,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2025-01-10,2025-08-22,2025,29138300,429,0.524,0.5469,1.0014,1.0529,-0.0217,-10,1.0033,25,2,0.361,0.9696
PRJ3-00127,Horizon Utility Corridor 127,Infrastructure,Northeast,NJ,Private,Unit Price,CMAR,Moderate,Low,Standard,2018-10-10,2020-08-01,2020,171150800,1201,0.551,0.5087,0.8957,0.9448,0.0663,51,0.965,15,11,0.606,0.9539
PRJ3-00128,Liberty Corporate Center 128,Commercial,Mountain,MT,Private,Lump Sum,Design-Build,Moderate,Moderate,Standard,2024-08-09,2025-04-18,2025,62471600,666,0.379,0.3462,1.038,0.9288,-0.0087,22,0.9387,0,6,0.725,0.9632
PRJ3-00129,Canyon Corporate Center 129,Commercial,Northeast,NY,Public,Cost Plus,Design-Bid-Build,Low,Low,Fast,2023-11-20,2024-12-22,2024,46942600,693,0.575,0.5718,0.9897,0.9714,0.0218,2,1.0582,7,27,0.382,0.9667
PRJ3-00130,Copper Neighborhood 130,Residential,West,OR,Private,Lump Sum,Design-Bid-Build,High,Moderate,Slow,2019-11-26,2020-06-13,2020,118427400,556,0.361,0.3258,0.845,0.9346,0.0519,20,0.9605,16,11,0.695,0.9704
PRJ3-00131,Cedar Highway Improvements 131,Heavy Civil,Midwest,MI,Private,Cost Plus,CMAR,High,Moderate,Standard,2020-08-08,2022-07-18,2022,147683200,1234,0.575,0.5456,0.9339,0.9476,0.0446,36,1.0219,23,12,0.835,0.9711
PRJ3-00132,Liberty Water Program 132,Heavy Civil,Northeast,NJ,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Standard,2022-01-18,2023-02-07,2023,105889800,1019,0.378,0.4016,1.0338,1.0,-0.0079,-24,0.8961,0,8,0.558,0.9539
PRJ3-00133,Granite Airport Improvements 133,Infrastructure,Southeast,VA,Private,Guaranteed Maximum Price,Design-Build,Low,Moderate,Standard,2022-02-06,2023-11-05,2023,180855500,1320,0.483,0.4765,1.012,1.0295,0.0058,9,0.9856,9,5,0.341,0.9715
PRJ3-00135,Northstar Transit-Oriented Development 135,Mixed-Use,Mountain,MT,Private,Unit Price,CMAR,High,Moderate,Standard,2024-01-19,2025-09-14,2025,66774600,1013,0.597,0.5595,0.9914,0.9717,-0.0143,38,0.8805,10,17,0.852,0.9639
PRJ3-00136,Riverside Utility Corridor 136,Infrastructure,Northeast,CT,Public,Unit Price,CMAR,Moderate,High,Standard,2020-11-05,2022-02-10,2022,129443800,1191,0.388,0.3892,1.057,1.0004,-0.0435,-1,0.9145,39,21,0.867,0.9609
PRJ3-00137,Redwood Education Center 137,Institutional,Midwest,MI,Private,Unit Price,CMAR,Moderate,Low,Standard,2022-04-11,2023-02-28,2023,79503900,814,0.397,0.3765,0.8891,0.9368,0.0293,17,0.9938,0,11,0.61,0.9435
PRJ3-00138,Canyon Office Campus 138,Commercial,Mountain,WY,Private,Cost Plus,Design-Bid-Build,Very High,Moderate,Standard,2021-08-18,2022-08-16,2022,92157900,736,0.494,0.4879,0.864,0.9433,0.0869,5,1.0402,24,16,0.598,0.9781
PRJ3-00139,Summit Retail Center 139,Commercial,Mountain,WY,Private,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2022-06-02,2023-01-08,2023,63601900,427,0.517,0.5493,1.0104,1.0471,0.0014,-14,1.073,19,12,0.174,0.9747
PRJ3-00140,Lakeview Logistics Center 140,Industrial,Southwest,TX,Private,Cost Plus,IPD,Very High,Low,Standard,2018-10-23,2020-02-05,2020,225535100,958,0.491,0.4251,0.9446,0.8479,0.0235,63,0.9186,18,4,0.655,0.9727
PRJ3-00141,Evergreen Marketplace 141,Commercial,West,WA,Private,Unit Price,IPD,High,Low,Slow,2023-08-02,2024-05-19,2024,34887800,807,0.361,0.3399,0.8888,0.9466,0.0442,17,0.8746,16,4,0.542,0.9475
PRJ3-00142,Canyon Urban Village 142,Mixed-Use,Mountain,CO,Private,Unit Price,IPD,Moderate,Moderate,Standard,2021-01-05,2022-07-09,2022,164376500,968,0.569,0.5602,0.9297,0.979,0.0283,9,1.0949,4,7,0.374,0.9991
PRJ3-00143,Aspen Logistics Center 143,Industrial,Midwest,MI,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Fast,2024-09-05,2025-10-17,2025,109162100,870,0.468,0.4533,1.084,0.9646,-0.0509,13,0.9719,0,3,0.718,0.9641
PRJ3-00144,Granite Manufacturing Facility 144,Industrial,Southeast,TN,Public,Unit Price,Design-Build,High,High,Slow,2018-05-02,2019-05-07,2019,211895300,890,0.416,0.4217,1.0097,1.0093,0.0033,-5,0.9671,19,18,0.455,0.9677
PRJ3-00145,Summit Civic Complex 145,Institutional,Mountain,CO,Public-Private Partnership,Unit Price,Design-Build,Low,Moderate,Standard,2023-10-09,2024-07-27,2024,53330700,777,0.377,0.3479,0.9627,0.9936,-0.0038,23,1.0321,1,16,0.447,0.9769
PRJ3-00146,Evergreen Transit-Oriented Development 146,Mixed-Use,Southwest,NM,Private,Unit Price,Design-Bid-Build,Low,High,Slow,2020-05-13,2021-03-13,2021,208973200,638,0.478,0.4295,1.0212,0.9129,0.0027,31,0.9848,0,4,0.572,0.965
PRJ3-00147,Canyon Housing 147,Residential,Northeast,NY,Private,Cost Plus,IPD,High,Low,Standard,2019-09-11,2020-11-10,2020,27277500,859,0.497,0.483,0.9389,0.9947,0.0466,12,0.897,21,20,0.626,0.9891
PRJ3-00149,Copper Neighborhood 149,Residential,Southeast,GA,Private,Unit Price,Design-Build,Moderate,Low,Fast,2022-10-05,2023-03-10,2023,78972600,331,0.474,0.4951,1.0737,1.036,-0.0316,-7,1.018,16,20,0.445,0.98
PRJ3-00150,Mesa Public Works Program 150,Infrastructure,West,WA,Private,Lump Sum,Design-Build,High,Moderate,Standard,2023-02-22,2024-12-28,2024,335442800,1360,0.497,0.4802,0.7991,0.9976,0.1227,23,0.9411,6,6,0.962,0.942
PRJ3-00151,Gateway Bridge Program 151,Heavy Civil,Mountain,MT,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Standard,2022-06-02,2023-12-04,2023,518619300,1136,0.485,0.4462,0.9334,0.9337,0.0448,44,1.0081,30,6,0.94,0.9448
PRJ3-00152,Summit Retail Center 152,Commercial,Midwest,MN,Public,Cost Plus,Design-Build,Moderate,High,Standard,2024-07-13,2025-04-07,2025,47398200,588,0.456,0.5375,1.0291,1.12,-0.0147,-48,0.9641,4,15,0.515,0.9819
PRJ3-00153,Aspen Earthworks Package 153,Heavy Civil,West,OR,Public,Guaranteed Maximum Price,Design-Build,High,High,Standard,2017-06-08,2019-02-22,2019,267286800,1167,0.535,0.526,0.9049,0.97,0.068,11,0.9931,5,14,0.722,0.9673
PRJ3-00154,Mesa Neighborhood 154,Residential,West,NV,Public,Lump Sum,CMAR,Moderate,Low,Slow,2018-05-03,2019-01-23,2019,89570800,491,0.54,0.5375,0.8616,1.0304,0.0716,1,0.9453,21,10,0.254,0.9809
PRJ3-00155,Summit Marketplace 155,Commercial,West,OR,Private,Lump Sum,Design-Bid-Build,High,Moderate,Slow,2021-09-09,2023-02-04,2023,42176900,926,0.555,0.5042,0.8581,0.866,0.0729,47,0.9488,8,7,0.553,0.9688
PRJ3-00156,Evergreen Airport Improvements 156,Infrastructure,Southwest,NM,Private,Lump Sum,CMAR,High,Moderate,Standard,2023-07-26,2025-04-03,2025,204832300,1113,0.555,0.5142,0.951,0.9217,0.0041,45,1.0319,25,25,0.868,0.9641
PRJ3-00157,Granite Urban Village 157,Mixed-Use,Midwest,MO,Private,Guaranteed Maximum Price,CMAR,High,Moderate,Standard,2023-12-20,2024-11-25,2024,285275200,952,0.359,0.3704,0.9418,0.9403,0.026,-11,0.9289,17,16,0.948,0.9587
PRJ3-00158,Cedar Residences 158,Residential,Northeast,MA,Public,Lump Sum,CMAR,Low,Moderate,Standard,2021-07-12,2022-01-03,2022,11936000,475,0.37,0.4159,1.0311,1.12,-0.0159,-22,1.0692,13,12,0.452,0.9774
PRJ3-00159,Crescent Public Works Program 159,Infrastructure,Northeast,MA,Public,Guaranteed Maximum Price,CMAR,Moderate,Low,Slow,2022-12-10,2024-05-05,2024,362145400,997,0.514,0.5022,0.8641,0.9549,0.0994,12,0.982,41,24,0.645,0.9428
PRJ3-00160,Lakeview Medical Center 160,Institutional,Mountain,WY,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Standard,2017-10-24,2019-01-15,2019,209208300,839,0.535,0.4502,0.9277,0.8832,0.0354,71,0.9678,32,17,0.852,0.9672
PRJ3-00161,Northstar Apartments 161,Residential,Mountain,MT,Public,Unit Price,Design-Build,Moderate,Moderate,Fast,2021-06-12,2022-03-15,2022,128227200,630,0.439,0.4329,0.9989,1.0215,-0.0112,4,0.9877,21,13,0.645,0.9931
PRJ3-00162,Lakeview Civic Complex 162,Institutional,West,NV,Private,Cost Plus,CMAR,High,Moderate,Standard,2021-10-23,2023-01-15,2023,116900700,807,0.557,0.5804,0.903,0.9762,0.0607,-19,0.9766,9,2,0.621,0.9838
PRJ3-00163,Riverside Urban Village 163,Mixed-Use,Northeast,NJ,Public,Lump Sum,CMAR,Low,Low,Slow,2020-10-06,2021-12-03,2021,221150800,1009,0.42,0.3804,0.9519,0.919,0.0195,40,0.9827,30,17,0.444,0.9687
PRJ3-00164,Harbor Urban Village 164,Mixed-Use,Mountain,UT,Public-Private Partnership,Lump Sum,IPD,Very High,Low,Fast,2023-01-02,2023-12-30,2023,123968500,982,0.369,0.3394,0.8183,0.8568,0.0645,29,0.9686,20,20,0.82,0.9446
PRJ3-00165,Summit Residences 165,Residential,Midwest,MI,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Slow,2024-07-14,2025-12-08,2025,75255100,865,0.593,0.5326,1.0066,0.8953,-0.0052,52,0.9709,10,9,0.842,0.9609
PRJ3-00166,Cedar Transit-Oriented Development 166,Mixed-Use,Southwest,AZ,Private,Lump Sum,Design-Bid-Build,Low,Moderate,Fast,2023-11-14,2025-01-18,2025,477239200,936,0.461,0.4972,1.0324,1.028,-0.0062,-34,1.0817,0,10,0.354,0.972
PRJ3-00167,Liberty Apartments 167,Residential,Midwest,MI,Public,Unit Price,Design-Bid-Build,High,High,Standard,2020-09-07,2021-05-20,2021,52566800,619,0.412,0.4017,0.9614,0.9372,0.0439,6,1.0307,5,14,0.674,0.9838
PRJ3-00168,Pioneer Town Center 168,Mixed-Use,Northeast,MA,Public-Private Partnership,Unit Price,Design-Build,High,Low,Standard,2020-12-17,2022-04-14,2022,100547700,1025,0.472,0.463,0.9472,0.9964,0.0257,9,0.8993,19,18,0.708,0.9874
PRJ3-00169,Copper Retail Center 169,Commercial,Midwest,MI,Public,Unit Price,Design-Build,High,Moderate,Fast,2018-03-11,2019-01-02,2019,70155800,674,0.442,0.4772,0.9876,1.0481,0.0185,-24,1.0483,15,24,0.598,0.9786
PRJ3-00170,Crescent Public Works Program 170,Infrastructure,Mountain,UT,Private,Lump Sum,Design-Bid-Build,Moderate,High,Fast,2018-10-20,2020-04-21,2020,276521500,1179,0.466,0.4689,1.022,1.0128,-0.0062,-3,0.9804,0,13,0.588,0.9651
PRJ3-00171,Horizon Residences 171,Residential,Northeast,MA,Private,Unit Price,Design-Build,Very High,Moderate,Slow,2020-12-01,2021-10-18,2021,71028600,836,0.384,0.3513,0.9062,0.9198,0.0248,27,0.977,19,11,0.82,0.9556
PRJ3-00172,Riverside Town Center 172,Mixed-Use,Midwest,OH,Private,Unit Price,CMAR,Moderate,Moderate,Fast,2022-07-19,2023-11-20,2023,79727600,957,0.512,0.4916,0.938,0.9323,0.0491,19,1.0468,35,6,0.446,0.9603
PRJ3-00173,Aspen Marketplace 173,Commercial,Northeast,PA,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2019-03-11,2020-05-02,2020,168927400,852,0.491,0.4466,1.0202,0.9231,-0.0021,38,1.0335,4,16,0.401,0.9789
PRJ3-00174,Crescent Corporate Center 174,Commercial,Mountain,WY,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Standard,2022-11-19,2023-08-23,2023,121872900,675,0.411,0.3987,0.889,1.0485,0.0463,8,0.9602,21,14,0.609,0.9484
PRJ3-00175,Gateway Housing 175,Residential,Northeast,NY,Public,Unit Price,IPD,Moderate,Moderate,Standard,2021-05-23,2022-01-10,2022,62297400,622,0.374,0.4149,1.0159,1.0321,0.0016,-25,1.0037,0,24,0.007,0.9799
PRJ3-00176,Evergreen Distribution Hub 176,Industrial,Southeast,FL,Private,Lump Sum,Design-Bid-Build,High,High,Standard,2019-02-14,2020-03-28,2020,357010100,1110,0.368,0.3557,0.9474,0.9839,0.0058,14,0.8681,25,22,0.761,0.9779
PRJ3-00177,Aspen Manufacturing Facility 177,Industrial,Southwest,AZ,Private,Unit Price,CMAR,Low,High,Standard,2019-04-15,2020-01-14,2020,234424800,772,0.355,0.3535,0.9474,0.9402,0.0254,1,1.1055,21,0,0.134,0.9655
PRJ3-00178,Mesa Medical Center 178,Institutional,Mountain,UT,Private,Guaranteed Maximum Price,CMAR,Moderate,Low,Slow,2024-09-18,2025-11-28,2025,243331700,806,0.542,0.4713,0.9571,0.8778,0.0334,57,0.8918,33,23,0.985,0.9503
PRJ3-00179,Evergreen Residences 179,Residential,Midwest,MI,Public,Lump Sum,Design-Bid-Build,High,High,Standard,2023-06-15,2024-02-06,2024,40867800,525,0.45,0.4285,1.0176,0.953,-0.0021,11,0.9078,7,18,0.641,0.9687
PRJ3-00180,Copper Marketplace 180,Commercial,West,WA,Private,Guaranteed Maximum Price,CMAR,High,Moderate,Slow,2023-08-19,2024-12-03,2024,63541500,899,0.526,0.4554,0.8978,0.8569,0.045,63,1.0088,35,19,0.37,0.9684
PRJ3-00181,Granite Retail Center 181,Commercial,Southwest,AZ,Private,Cost Plus,Design-Bid-Build,Moderate,Moderate,Slow,2019-09-05,2020-05-07,2020,78054500,692,0.355,0.3036,0.8435,0.9065,0.0722,36,0.8381,26,3,0.515,0.9513
PRJ3-00182,Granite Corporate Center 182,Commercial,West,OR,Private,Guaranteed Maximum Price,Design-Build,Very High,High,Standard,2022-11-09,2024-01-24,2024,56571400,872,0.506,0.5188,1.0699,1.0081,-0.0323,-11,0.9116,0,11,0.575,0.9825
PRJ3-00183,Evergreen Highway Improvements 183,Heavy Civil,West,WA,Private,Cost Plus,Design-Bid-Build,Moderate,Moderate,Fast,2024-07-17,2025-11-20,2025,214895000,1111,0.442,0.4212,0.9447,0.992,-0.0067,23,0.9002,39,4,0,0.98
PRJ3-00184,Aspen Urban Village 184,Mixed-Use,Mountain,MT,Public,Lump Sum,CMAR,Very High,Moderate,Standard,2022-12-08,2024-04-20,2024,83016800,1249,0.4,0.357,0.9657,0.9161,0.0234,54,0.8835,2,22,0.288,0.944
PRJ3-00185,Riverside Apartments 185,Residential,West,WA,Private,Lump Sum,IPD,Moderate,Moderate,Standard,2019-09-19,2020-06-05,2020,48015000,541,0.482,0.4847,0.9372,1.0168,0.0366,-1,0.9841,0,4,0.468,0.9439
PRJ3-00186,Aspen Urban Village 186,Mixed-Use,Mountain,UT,Public-Private Partnership,Unit Price,Design-Bid-Build,High,High,Slow,2018-12-24,2019-10-06,2019,176776800,789,0.363,0.3379,0.7822,0.9572,0.1039,20,0.8435,30,17,0.695,0.9505
PRJ3-00187,Liberty District 187,Mixed-Use,West,NV,Private,Unit Price,CMAR,High,Moderate,Standard,2023-08-11,2025-01-03,2025,175235400,923,0.554,0.547,0.9587,1.0152,0.0337,6,1.0454,4,12,0.527,0.9707
PRJ3-00188,Gateway Residences 188,Residential,Midwest,IL,Private,Guaranteed Maximum Price,Design-Build,High,High,Fast,2023-01-18,2024-03-25,2024,77916500,731,0.592,0.5707,0.9924,0.9969,0.01,16,1.0322,0,20,0.593,0.9742
PRJ3-00189,Mesa Office Campus 189,Commercial,West,NV,Public-Private Partnership,Unit Price,CMAR,Low,Moderate,Standard,2021-12-24,2022-12-07,2022,62461900,632,0.551,0.5701,1.0743,0.98,-0.0235,-12,1.1226,16,9,0.636,0.9648
PRJ3-00190,Crescent Marketplace 190,Commercial,Mountain,MT,Private,Unit Price,CMAR,Moderate,Low,Fast,2023-06-16,2024-08-25,2024,100186300,764,0.571,0.5093,0.9241,0.9307,0.0393,47,0.8981,16,7,0.392,0.9819
PRJ3-00191,Copper Residences 191,Residential,Midwest,MO,Private,Cost Plus,Design-Build,Low,Low,Standard,2025-08-04,2025-12-15,2025,73639800,347,0.385,0.3927,0.9848,1.0048,0.0203,-3,0.9937,6,3,0.393,0.966
PRJ3-00192,Cedar Research Facility 192,Institutional,Midwest,MN,Public,Lump Sum,Design-Bid-Build,High,Moderate,Slow,2024-12-07,2025-12-22,2025,126790500,941,0.404,0.3223,0.8709,0.8478,0.0523,77,0.9235,4,25,0.693,0.9673
PRJ3-00193,Aspen District 193,Mixed-Use,Southeast,FL,Public,Lump Sum,Design-Bid-Build,High,Low,Standard,2018-03-14,2019-08-26,2019,145596400,1105,0.48,0.4517,0.9418,0.9193,0.0328,31,0.8789,29,18,0.365,0.9759
PRJ3-00194,Crescent Bridge Program 194,Heavy Civil,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Slow,2020-04-07,2021-09-05,2021,411958000,896,0.577,0.5021,1.028,0.89,-0.0039,67,0.8485,37,12,0.75,0.9732
PRJ3-00195,Horizon Corporate Center 195,Commercial,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,High,Fast,2023-12-18,2025-01-18,2025,71754800,770,0.516,0.5172,1.0055,1.0189,-0.0092,-1,1.0153,11,14,0.497,0.9435
PRJ3-00196,Northstar Civic Complex 196,Institutional,Southwest,NM,Private,Lump Sum,CMAR,Moderate,Moderate,Standard,2018-08-09,2019-11-28,2019,54323900,807,0.591,0.5221,1.0426,0.9089,-0.0265,56,0.9533,9,13,0.101,0.9487
PRJ3-00197,Granite Retail Center 197,Commercial,Mountain,UT,Private,Lump Sum,CMAR,Low,Low,Fast,2023-08-15,2024-06-20,2024,76136400,763,0.407,0.4178,1.0913,1.0326,-0.0254,-8,1.0751,7,29,0.74,0.9498
PRJ3-00198,Granite Manufacturing Facility 198,Industrial,Northeast,CT,Private,Cost Plus,CMAR,High,Moderate,Standard,2022-08-09,2023-11-28,2023,188289600,870,0.548,0.5666,0.8641,1.0592,0.1009,-16,0.8917,24,4,0.913,0.9753
PRJ3-00199,Horizon Residences 199,Residential,Southwest,AZ,Private,Guaranteed Maximum Price,IPD,Very High,Moderate,Standard,2020-11-03,2021-10-02,2021,110159300,772,0.432,0.3944,0.8014,0.9355,0.1017,29,1.1122,33,13,0.543,0.9535
PRJ3-00200,Gateway Housing 200,Residential,Northeast,CT,Private,Unit Price,CMAR,High,Moderate,Standard,2023-02-06,2023-12-09,2023,16141000,590,0.519,0.4568,0.8977,0.8721,0.0584,37,1.0186,21,12,0.804,0.9592
PRJ3-00201,Liberty Bridge Program 201,Heavy Civil,Midwest,IL,Public,Unit Price,Design-Build,Moderate,High,Fast,2021-04-05,2022-11-03,2022,65355400,1255,0.46,0.5037,0.9516,1.0792,-0.002,-55,1.0378,7,18,0.462,0.9766
PRJ3-00202,Canyon Town Center 202,Mixed-Use,Midwest,MN,Private,Unit Price,Design-Build,Moderate,High,Slow,2021-11-30,2023-05-18,2023,180586200,1046,0.511,0.441,0.9272,0.9219,0.0232,73,0.9391,7,15,0.787,0.9715
PRJ3-00203,Riverside Highway Improvements 203,Heavy Civil,Southeast,TN,Private,Unit Price,Design-Bid-Build,Very High,Moderate,Standard,2023-11-21,2025-02-06,2025,144884300,1029,0.431,0.4583,0.8855,0.9965,0.0592,-28,0.7823,41,9,0.895,0.951
PRJ3-00204,Summit Urban Village 204,Mixed-Use,Mountain,WY,Public,Lump Sum,CMAR,Moderate,Low,Slow,2017-03-21,2019-02-24,2019,274182800,1213,0.582,0.5161,0.9218,0.9274,0.0464,80,0.8886,22,19,0.701,0.95
PRJ3-00205,Aspen Water Program 205,Heavy Civil,Mountain,ID,Public,Guaranteed Maximum Price,CMAR,Very High,Moderate,Fast,2021-04-24,2022-09-08,2022,247437700,1168,0.43,0.4241,0.9258,0.9949,0.0399,7,0.9537,24,18,0.845,0.9652
PRJ3-00206,Mesa Retail Center 206,Commercial,Midwest,MI,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2019-11-06,2020-09-21,2020,42432000,576,0.556,0.5307,0.9593,0.9147,0.0225,15,0.9028,10,27,0.48,0.9595
PRJ3-00207,Northstar Town Center 207,Mixed-Use,Southeast,GA,Private,Guaranteed Maximum Price,CMAR,High,Low,Standard,2023-10-21,2025-01-28,2025,308523400,1099,0.424,0.3598,0.9171,0.8579,0.0462,71,0.9641,33,19,0.634,0.9424
